tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics
P3_GENERAL_REVIEW,燕子号与亚马逊号.md,WL-WORK-0767,燕子号与亚马逊号,,阿瑟·兰塞姆,Arthur Ransome,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P3_GENERAL_REVIEW,爱情、疯狂与死亡的故事.md,WL-WORK-1786,爱情、疯狂与死亡的故事,,短篇小说开始成为超级强项,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,爱情诗.md,WL-WORK-1787,爱情诗,,伊黛亚·比拉里尼奥,Idea Vilariño,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,爱狗男人.md,WL-WORK-1788,爱狗男人,,古巴当代,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,牛轭事件.md,WL-WORK-2569,牛轭事件,The Ox-Bow Incident,沃尔特·范蒂尔伯格·克拉克,Walter Van Tilburg Clark,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P3_GENERAL_REVIEW,特伦特最后一案.md,WL-WORK-0018,特伦特最后一案,,E.C.本特利,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,特辖军的一天.md,WL-WORK-1210,特辖军的一天,,弗拉基米尔·索罗金,Vladimir Sorokin,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,特里尔塞.md,WL-WORK-1791,特里尔塞,,塞萨尔·巴列霍,,,,batch4_source_refs,WL-TOPIC-R6-LATAM;WL-TOPIC-M3-MODERNISM
S_SPECIAL_TEXT,特里斯坦与伊瑟.md,WL-WORK-2099,特里斯坦与伊瑟,,佚名,,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P2_EXTERNAL_MATCH_FRIENDLY,犬之力.md,WL-WORK-2570,犬之力,The Power of the Dog,托马斯·萨维奇,Thomas Savage,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P3_GENERAL_REVIEW,狄安娜之树.md,WL-WORK-1792,狄安娜之树,,阿莱杭德拉·皮扎尼克,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,独行道.md,WL-WORK-2571,独行道,Dokkōdō,宫本武藏,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P1_CANON_AWARD,狼厅.md,WL-WORK-1211,狼厅,,近代欧洲,,,WL-AWARD-BOOKER,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P2_EXTERNAL_MATCH_FRIENDLY,猎人.md,WL-WORK-0255,猎人,The Hunter,理查德·斯塔克,Richard Stark,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,玛丽亚.md,WL-WORK-1796,玛丽亚,,豪尔赫·伊萨克斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
S_SPECIAL_TEXT,玛纳斯史诗.md,WL-WORK-1486,玛纳斯史诗,,吉尔吉斯,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,玫瑰水.md,WL-WORK-0475,玫瑰水,,塔德·汤普森,Tade Thompson,,,batch2_source_refs,WL-TOPIC-G45-SF;WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,玫瑰的名字.md,WL-WORK-0132,玫瑰的名字,,翁贝托·埃科,,,,batch2_source_refs,WL-TOPIC-G45-MYSTERY;WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,珊瑚岛上的死光.md,WL-WORK-0453,珊瑚岛上的死光,,童恩正,,,,,WL-TOPIC-G45-SF
P2_EXTERNAL_MATCH_FRIENDLY,瑞士家庭鲁滨逊.md,WL-WORK-0779,瑞士家庭鲁滨逊,Swiss Family Robinson,约翰·戴维·维斯,Johann David Wyss,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P3_GENERAL_REVIEW,瓜拉尼人.md,WL-WORK-1799,瓜拉尼人,,若泽·德·阿伦卡尔,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
S_SPECIAL_TEXT,瓦尔塔里之歌.md,WL-WORK-2573,瓦尔塔里之歌,Waltharius,佚名,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,瓦泰克.md,WL-WORK-0780,瓦泰克,,威廉·贝克福德,William Beckford,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,瓦罗奇里手稿.md,WL-WORK-1488,瓦罗奇里手稿,,安第斯,,,,batch3_source_refs;batch4_source_refs,WL-TOPIC-G1-MYTH;WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,瓦西蓬戈.md,WL-WORK-1800,瓦西蓬戈,,豪尔赫·伊卡萨,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,瓦西里·焦尔金.md,WL-WORK-2100,瓦西里·焦尔金,,亚历山大·特瓦尔多夫斯基,Alexander Tvardovsky,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,甘蔗.md,WL-WORK-1801,甘蔗,,琼·图默,Jean Toomer,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,生人勿进.md,WL-WORK-0781,生人勿进,,约翰·阿维德·林德奎斯特,John Ajvide Lindqvist,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,生命不息.md,WL-WORK-1217,生命不息,,凯特·阿特金森,Kate Atkinson,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,生命与希望之歌.md,WL-WORK-1802,生命与希望之歌,,鲁文·达里奥,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,生命之歌.md,WL-WORK-0455,生命之歌,,王晋康,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,生死场.md,WL-WORK-2101,生死场,,萧红,,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,生者与死者.md,WL-WORK-2102,生者与死者,,康斯坦丁·西蒙诺夫,Konstantin Simonov,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P2_EXTERNAL_MATCH_FRIENDLY,田纳西的伙伴.md,WL-WORK-2575,田纳西的伙伴,Tennessee's Partner,布雷特·哈特,Bret Harte,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P3_GENERAL_REVIEW,甲虫.md,WL-WORK-0782,甲虫,,理查德·马什,Richard Marsh,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P2_EXTERNAL_MATCH_FRIENDLY,申诉.md,WL-WORK-0145,申诉,The Appeal,珍妮丝·哈利特,Janice Hallett,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,男孩、雪、鸟.md,WL-WORK-0783,男孩、雪、鸟,,海伦·奥耶耶米,Helen Oyeyemi,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,留下来陪我.md,WL-WORK-2103,留下来陪我,,阿约芭米·阿德巴约,Ayọ̀bámi Adébáyọ̀,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,疯狂欲望.md,WL-WORK-1805,疯狂欲望,,佩德罗·莱梅贝尔,Pedro Lemebel,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,疯狂的奥兰多.md,WL-WORK-2578,疯狂的奥兰多,Orlando Furioso,卢多维科·阿里奥斯托,Ludovico Ariosto,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,疲倦的布鲁斯.md,WL-WORK-1806,疲倦的布鲁斯,,兰斯顿·休斯,Langston Hughes,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,痛苦与狂喜.md,WL-WORK-1221,痛苦与狂喜,,欧文·斯通,Irving Stone,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,痴儿西木传.md,WL-WORK-2105,痴儿西木传,,格里美尔斯豪森,Grimmelshausen,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,癞皮鹦鹉.md,WL-WORK-1809,癞皮鹦鹉,,费尔南德斯·德·利萨尔迪,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,白狼.md,WL-WORK-2580,白狼,Le Loup blanc,保罗·费瓦尔,Paul Féval,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P1_CANON_AWARD,白门柳.md,WL-WORK-1223,白门柳,,刘斯奋,,,WL-AWARD-MAODUN,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,百亿昼与千亿夜.md,WL-WORK-0445,百亿昼与千亿夜,,光濑龙,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,盆栽.md,WL-WORK-1810,盆栽,,亚历杭德罗·桑布拉,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,盲人行路指南.md,WL-WORK-1811,盲人行路指南,,阿隆索·卡里奥·德拉万德拉,Alonso Carrió de la Vandera,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,看不见的阿里夫.md,WL-WORK-0788,看不见的阿里夫,,G.威洛·威尔逊,G. Willow Wilson,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P2_EXTERNAL_MATCH_FRIENDLY,眩晕.md,WL-WORK-0231,眩晕,D'entre les morts,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,短暂的一生.md,WL-WORK-1814,短暂的一生,,奥内蒂,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,礼拜五.md,WL-WORK-0789,礼拜五,,米歇尔·图尼埃,Tournier,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P3_GENERAL_REVIEW,礼拜五，或太平洋上的灵薄狱.md,WL-WORK-0790,礼拜五，或太平洋上的灵薄狱,,米歇尔·图尼埃,Michel Tournier,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P2_EXTERNAL_MATCH_FRIENDLY,社交俱乐部命案.md,WL-WORK-0107,社交俱乐部命案,A Clubbable Woman,雷金纳德·希尔,Reginald Hill,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,福尔赛世家.md,WL-WORK-1232,福尔赛世家,,第二座超级高峰,,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN;WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,福楼拜的鹦鹉.md,WL-WORK-1233,福楼拜的鹦鹉,,朱利安·巴尔斯,Julian Barnes,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,禧年.md,WL-WORK-1234,禧年,,沃德·穆尔,Ward Moore,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,科莱利上尉的曼陀林.md,WL-WORK-1236,科莱利上尉的曼陀林,,路易斯·德·伯尼埃尔,Louis de Bernières,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,秘密花园.md,WL-WORK-1237,秘密花园,,弗朗西斯·霍奇森·伯内特,Frances Hodgson Burnett,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
S_SPECIAL_TEXT,秘鲁传说.md,WL-WORK-1822,秘鲁传说,,里卡多·帕尔马,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,移动玩具店.md,WL-WORK-0062,移动玩具店,The Moving Toyshop,埃德蒙·克里斯平,Edmund Crispin,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,移动迷宫.md,WL-WORK-1238,移动迷宫,,詹姆斯·达什纳,James Dashner,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,空中飞马.md,WL-WORK-0198,空中飞马,,北村薰,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,空杯.md,WL-WORK-1823,空杯,,德尔米拉·阿古斯蒂尼,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,穿绿裤子的唐·希尔.md,WL-WORK-2587,穿绿裤子的唐·希尔,Don Gil de las calzas verdes,蒂尔索·德·莫利纳,Tirso de Molina,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,穿越时空的少女.md,WL-WORK-0443,穿越时空的少女,,筒井康隆,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,第一女子侦探事务所.md,WL-WORK-0139,第一女子侦探事务所,,亚历山大·麦考尔·史密斯,Alexander McCall Smith,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,第四翼.md,WL-WORK-0793,第四翼,,丽贝卡·亚罗斯,Rebecca Yarros,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,笼里的女人.md,WL-WORK-0225,笼里的女人,,尤西·阿德勒-奥尔森,Jussi Adler-Olsen,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,答索尔·菲洛泰亚.md,WL-WORK-1826,答索尔·菲洛泰亚,,索尔·胡安娜,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,米夏埃尔·科尔哈斯.md,WL-WORK-2590,米夏埃尔·科尔哈斯,Michael Kohlhaas,克莱斯特,Kleist,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW
P3_GENERAL_REVIEW,精灵之屋.md,WL-WORK-1246,精灵之屋,,伊莎贝尔·阿连德,Isabel Allende,,,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,精灵守护者.md,WL-WORK-0795,精灵守护者,,上桥菜穗子,,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P2_EXTERNAL_MATCH_FRIENDLY,精神病患者.md,WL-WORK-0135,精神病患者,The Alienist,凯莱布·卡尔,Caleb Carr,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,纠正.md,WL-WORK-1249,纠正,,乔纳森·弗兰岑,Jonathan Franzen,,,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,红日.md,WL-WORK-2113,红日,,吴强,,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,红线传.md,WL-WORK-2594,红线传,,袁郊,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,红色时钟.md,WL-WORK-1253,红色时钟,,莱妮·祖马斯,Leni Zumas,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,红色海洋.md,WL-WORK-0457,红色海洋,,韩松,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,红色英勇勋章.md,WL-WORK-2115,红色英勇勋章,,斯蒂芬·克莱恩,Stephen Crane,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,红花侠.md,WL-WORK-1254,红花侠,,奥希兹男爵夫人,Baroness Orczy,,,batch2_source_refs;batch6_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,红辣椒.md,WL-WORK-0444,红辣椒,,筒井康隆,,,,,WL-TOPIC-G45-SF
S_SPECIAL_TEXT,纪尧姆之歌.md,WL-WORK-2595,纪尧姆之歌,La Chanson de Guillaume,佚名,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,纯朴的诗.md,WL-WORK-1828,纯朴的诗,,何塞·马蒂,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P1_CANON_AWARD,纯真年代.md,WL-WORK-2116,纯真年代,,伊迪丝·华顿,Edith Wharton,,WL-AWARD-PULITZER-FICTION,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,细细的红线.md,WL-WORK-2117,细细的红线,,詹姆斯·琼斯,James Jones,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,绝望.md,WL-WORK-1831,绝望,,加夫列拉·米斯特拉尔,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,绣花大盗.md,WL-WORK-2599,绣花大盗,,陆小凤,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P2_EXTERNAL_MATCH_FRIENDLY,维里科尼姆.md,WL-WORK-0803,维里科尼姆,Viriconium,M.约翰·哈里森,M. John Harrison,,,batch1_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR
P2_EXTERNAL_MATCH_FRIENDLY,绿色危机.md,WL-WORK-0060,绿色危机,Green for Danger,克里斯蒂安娜·布兰德,Christianna Brand,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,绿衣亨利.md,WL-WORK-1260,绿衣亨利,,戈特弗里德·凯勒,Gottfried Keller,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,绿野仙踪.md,WL-WORK-0805,绿野仙踪,,格雷戈里·马奎尔,Gregory Maguire,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,罂粟海.md,WL-WORK-1261,罂粟海,,海洋历史,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,罗丝安娜.md,WL-WORK-0218,罗丝安娜,,舍瓦尔与瓦勒,Sjöwall & Wahlöö,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,罗德斯岛战记.md,WL-WORK-0807,罗德斯岛战记,,水野良,,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,罗马史.md,WL-WORK-1494,罗马史,,李维,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,罗马第一人.md,WL-WORK-1264,罗马第一人,,考琳·麦卡洛,Colleen McCullough,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,美人鱼之歌.md,WL-WORK-0115,美人鱼之歌,,瓦尔·麦克德米德,Val McDermid,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,美国战争.md,WL-WORK-1267,美国战争,,奥马尔·埃尔·阿卡德,Omar El Akkad,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,美国精神病人.md,WL-WORK-0810,美国精神病人,,布雷特·伊斯顿·埃利斯,Bret Easton Ellis,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,美女.md,WL-WORK-0811,美女,,罗宾·麦金利,Robin McKinley,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P2_EXTERNAL_MATCH_FRIENDLY,美生中国人.md,WL-WORK-1268,美生中国人,American Born Chinese,杨谨伦,Gene Luen Yang,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,群山歌唱.md,WL-WORK-2121,群山歌唱,,阮攀桂梅,,,,batch5_source_refs,WL-TOPIC-Q10-MEMORY
P3_GENERAL_REVIEW,翡翠城.md,WL-WORK-0813,翡翠城,,李芳达,Fonda Lee,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P2_EXTERNAL_MATCH_FRIENDLY,耶洗别之死.md,WL-WORK-0061,耶洗别之死,Death of Jezebel,克里斯蒂安娜·布兰德,Christianna Brand,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,聂隐娘.md,WL-WORK-2603,聂隐娘,,裴铏,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA;WL-TOPIC-Q15-OUTLAW
P2_EXTERNAL_MATCH_FRIENDLY,聪明的恋人.md,WL-WORK-2604,聪明的恋人,La discreta enamorada,洛佩·德·维加,Lope de Vega,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,脆弱的故事.md,WL-WORK-1835,脆弱的故事,,曼努埃尔·古铁雷斯·纳赫拉,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,腹地.md,WL-WORK-1836,腹地,,欧克里德斯·达·库尼亚,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,自然史.md,WL-WORK-1837,自然史,,墨西哥当代暴力,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,致命的宁静.md,WL-WORK-0138,致命的宁静,Still Life,路易丝·佩尼,Louise Penny,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,致曼努埃尔一世书.md,WL-WORK-1838,致曼努埃尔一世书,,佩罗·瓦兹·德·卡米尼亚,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,航海日记.md,WL-WORK-1498,航海日记,,哥伦布,,,,batch3_source_refs;batch4_source_refs,WL-TOPIC-G7-TRAVEL;WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,艺术的非人化.md,WL-WORK-1840,艺术的非人化,,奥尔特加-加塞特,Ortega y Gasset,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,艾菲·布里斯特.md,WL-WORK-2124,艾菲·布里斯特,,婚姻以后,,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,芒果街上的小屋.md,WL-WORK-1271,芒果街上的小屋,,桑德拉·西斯内罗斯,Sandra Cisneros,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,花园茶会.md,WL-WORK-1842,花园茶会,,凯瑟琳·曼斯菲尔德,,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,苏丹娜的梦.md,WL-WORK-0476,苏丹娜的梦,,罗凯亚·萨哈瓦特·侯赛因,Rokeya Sakhawat Hossain,,,,WL-TOPIC-G45-SF
P2_EXTERNAL_MATCH_FRIENDLY,苏格兰西部群岛之旅.md,WL-WORK-1500,苏格兰西部群岛之旅,A Journey to the Western Islands of Scotland,塞缪尔·约翰逊,Johnson,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,英雄与王冠.md,WL-WORK-0820,英雄与王冠,,罗宾·麦金利,Robin McKinley,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,英雄志.md,WL-WORK-2606,英雄志,,孙晓,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,茉莉王座.md,WL-WORK-0822,茉莉王座,,塔莎·苏里,Tasha Suri,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,荆棘王子.md,WL-WORK-0824,荆棘王子,,马克·劳伦斯,Mark Lawrence,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,荒潮.md,WL-WORK-0465,荒潮,,陈楸帆,,,,batch2_source_refs,WL-TOPIC-G45-SF;WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,荡寇志.md,WL-WORK-2608,荡寇志,,俞万春,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW
P3_GENERAL_REVIEW,莉莉安娜不可战胜的夏天.md,WL-WORK-1848,莉莉安娜不可战胜的夏天,,克里斯蒂娜·里维拉·加尔萨,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,莫斯科2042.md,WL-WORK-1277,莫斯科2042,,弗拉基米尔·沃伊诺维奇,Vladimir Voinovich,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,莺莺传.md,WL-WORK-2128,莺莺传,,元稹,,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,营地.md,WL-WORK-1849,营地,,戏剧线,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,营救距离.md,WL-WORK-1850,营救距离,,待考,阿根廷当代怪奇,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,萨布.md,WL-WORK-1852,萨布,,赫特鲁迪斯·戈麦斯·德·阿韦利亚内达,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,萨拉米斯的士兵.md,WL-WORK-2129,萨拉米斯的士兵,,哈维尔·塞尔卡斯,Javier Cercas,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,萨马.md,WL-WORK-1853,萨马,,安东尼奥·迪·贝内代托,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,蒂博一家.md,WL-WORK-1280,蒂博一家,,罗杰·马丁·杜加尔,Roger Martin du Gard,,,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,蒲公英王朝：帝王恩典.md,WL-WORK-0828,蒲公英王朝：帝王恩典,,刘宇昆,Ken Liu,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,蓝.md,WL-WORK-1854,蓝,,鲁文·达里奥,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,虐杀器官.md,WL-WORK-0447,虐杀器官,,伊藤计划,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,虬髯客传.md,WL-WORK-2611,虬髯客传,,杜光庭,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA;WL-TOPIC-Q15-OUTLAW
P2_EXTERNAL_MATCH_FRIENDLY,蚀刻城.md,WL-WORK-0829,蚀刻城,The Etched City,K.J.毕晓普,K.J. Bishop,,,batch1_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,蚁生.md,WL-WORK-0456,蚁生,,王晋康,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,蜀山剑侠传.md,WL-WORK-2612,蜀山剑侠传,,研究现代中国通俗小说时,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,蜘蛛男孩.md,WL-WORK-0831,蜘蛛男孩,,待考,改读,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,蜥蜴尾巴.md,WL-WORK-1859,蜥蜴尾巴,,卢伊莎·巴伦苏埃拉,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,血与骨之子.md,WL-WORK-0835,血与骨之子,,托米·阿德耶米,Tomi Adeyemi,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,被子.md,WL-WORK-1862,被子,,伊斯马特·丘格塔伊,Ismat Chughtai,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
