file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
战斗妖精雪风.md,WL-WORK-0446,战斗妖精雪风,,神林长平,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
戴珍珠耳环的少女.md,WL-WORK-1120,戴珍珠耳环的少女,,特雷西·舍瓦利埃,Tracy Chevalier,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
戴眼镜持枪的女人.md,WL-WORK-0232,戴眼镜持枪的女人,,塞巴斯蒂安·雅普里索,Sébastien Japrisot,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
手斧男孩.md,WL-WORK-0703,手斧男孩,,加里·保尔森,Gary Paulsen,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
托马斯·考文南特：不信者之灾.md,WL-WORK-0704,托马斯·考文南特：不信者之灾,,斯蒂芬·R.唐纳森,Stephen R. Donaldson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
拆解.md,WL-WORK-1124,拆解,,尼尔·舒斯特曼,Neal Shusterman,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
拉·加利戈.md,WL-WORK-1464,拉·加利戈,,布吉人,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
拉撒路illo.md,WL-WORK-1125,拉撒路illo,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
拉比纳尔武士.md,WL-WORK-1717,拉比纳尔武士,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
拥抱之书.md,WL-WORK-1719,拥抱之书,,爱德华多·加莱亚诺,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
指匠谜案.md,WL-WORK-1127,指匠谜案,,伊恩·皮尔斯,Iain Pears,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
指匠迷案.md,WL-WORK-0136,指匠迷案,An Instance of the Fingerpost,伊恩·皮尔斯,Iain Pears,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
提堂.md,WL-WORK-1129,提堂,,近代欧洲,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
搜神记.md,WL-WORK-0708,搜神记,,干宝,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
撕裂我的生命.md,WL-WORK-1720,撕裂我的生命,,安赫莱斯·马斯特雷塔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
斯巴达克斯.md,WL-WORK-1132,斯巴达克斯,,霍华德·法斯特,Howard Fast,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
新世界的孩子们.md,WL-WORK-2076,新世界的孩子们,,阿西亚·杰巴尔,Assia Djebar,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
新月王座.md,WL-WORK-0713,新月王座,,萨拉丁·艾哈迈德,Saladin Ahmed,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
新编年史与良政.md,WL-WORK-1722,新编年史与良政,,瓜曼·波马,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
新荒野.md,WL-WORK-1134,新荒野,,黛安娜·库克,Diane Cook,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
施公案.md,WL-WORK-2536,施公案,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
旋转楼梯.md,WL-WORK-0020,旋转楼梯,,玛丽·罗伯茨·莱因哈特,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
无人点灯.md,WL-WORK-1726,无人点灯,,费利斯贝托·埃尔南德斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
无名小说.md,WL-WORK-2078,无名小说,,杨秋香,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
无境之兽.md,WL-WORK-2080,无境之兽,,乌佐丁马·伊韦阿拉,Uzodinma Iweala,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
无巢鸟.md,WL-WORK-1727,无巢鸟,,克洛林达·马托,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
无罪推定.md,WL-WORK-0118,无罪推定,,斯科特·图罗,Scott Turow,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
无言者的话.md,WL-WORK-1728,无言者的话,,胡利奥·拉蒙·里贝罗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
日子.md,WL-WORK-1729,日子,,塔哈·侯赛因,Taha Hussein,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
日本书纪.md,WL-WORK-1468,日本书纪,,舍人亲王等,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
日本沉没.md,WL-WORK-0442,日本沉没,,小松左京,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
时光之轮：世界之眼.md,WL-WORK-0717,时光之轮：世界之眼,,罗伯特·乔丹,Robert Jordan,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
时间旅行者的妻子.md,WL-WORK-2081,时间旅行者的妻子,,奥德丽·尼芬格,Audrey Niffenegger,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
时间箭.md,WL-WORK-1137,时间箭,,马丁·艾米斯,Martin Amis,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
昆仑奴.md,WL-WORK-2538,昆仑奴,,裴铏,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
星期五的黑人.md,WL-WORK-1138,星期五的黑人,,纳纳·夸梅·阿杰伊-布伦亚,Nana Kwame Adjei-Brenyah,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
星触女王.md,WL-WORK-0720,星触女王,,罗莎妮·乔克希,Roshani Chokshi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
晚夏.md,WL-WORK-1140,晚夏,,阿达尔贝特·施蒂弗特,Adalbert Stifter,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
暗适应之眼.md,WL-WORK-0128,暗适应之眼,,芭芭拉·瓦恩,Barbara Vine,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
暴风雨前.md,WL-WORK-1142,暴风雨前,,特奥多尔·冯塔纳,Theodor Fontane,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
暴风雨前夜.md,WL-WORK-0722,暴风雨前夜,,吉姆·布彻,Jim Butcher,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
曼侬·莱斯科.md,WL-WORK-1143,曼侬·莱斯科,,普雷沃神父,Prévost,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
曼哈顿中转站.md,WL-WORK-1735,曼哈顿中转站,,约翰·多斯·帕索斯,John Dos Passos,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
曼德维尔游记.md,WL-WORK-1469,曼德维尔游记,,约翰·曼德维尔,John Mandeville,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
曾我物语.md,WL-WORK-2541,曾我物语,Soga Monogatari,第二次,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
曾达的囚徒.md,WL-WORK-2542,曾达的囚徒,The Prisoner of Zenda,安东尼·霍普,Anthony Hope,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
最后的雾.md,WL-WORK-1736,最后的雾,,玛丽亚·路易莎·邦巴尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
月之花园.md,WL-WORK-0726,月之花园,,史蒂文·埃里克森,Steven Erikson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
朗读者.md,WL-WORK-1149,朗读者,,本哈德·施林克,Bernhard Schlink,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
朝圣.md,WL-WORK-1739,朝圣,,多萝西·理查森,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
朝圣日记.md,WL-WORK-1470,朝圣日记,,埃格里亚,Egeria,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
未央歌.md,WL-WORK-1150,未央歌,,鹿桥,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
未来人种.md,WL-WORK-1151,未来人种,,爱德华·布尔沃-利顿,Edward Bulwer-Lytton,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
未来的回忆.md,WL-WORK-1740,未来的回忆,,埃莱娜·加罗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
朱尔根.md,WL-WORK-0729,朱尔根,,詹姆斯·布兰奇·卡贝尔,James Branch Cabell,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
杀戮之病.md,WL-WORK-0187,杀戮之病,,我孙子武丸,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
权力.md,WL-WORK-1155,权力,,娜奥米·奥尔德曼,Naomi Alderman,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
村上海贼之女.md,WL-WORK-2544,村上海贼之女,,和田龙,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
松歌.md,WL-WORK-1744,松歌,,尼古拉斯·纪廉,Nicolás Guillén,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
柳林风声.md,WL-WORK-0734,柳林风声,,肯尼斯·格雷厄姆,Kenneth Grahame,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
根.md,WL-WORK-1162,根,,亚历克斯·哈利,Alex Haley,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
格林童话.md,WL-WORK-0737,格林童话,,格林兄弟,Grimm Brothers,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
桃源二村.md,WL-WORK-1163,桃源二村,,B.F.斯金纳,B.F. Skinner,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
桥.md,WL-WORK-1748,桥,,哈特·克莱恩,Hart Crane,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
桶子.md,WL-WORK-0053,桶子,The Cask,弗里曼·克罗夫茨,Crofts,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
梦与现实.md,WL-WORK-1750,梦与现实,,胡安娜·曼努埃拉·戈里蒂,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
梦之共和国.md,WL-WORK-1751,梦之共和国,,内莉达·皮尼翁,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
楼门五三桐.md,WL-WORK-2552,楼门五三桐,,并木五瓶,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
樱树抽芽时，想你.md,WL-WORK-0197,樱树抽芽时，想你,,旧版常见译名,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,需复核,,
欢乐之家.md,WL-WORK-1168,欢乐之家,Fun Home,艾莉森·贝克德尔,Alison Bechdel,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
歌唱的白骨.md,WL-WORK-0017,歌唱的白骨,,R.奥斯汀·弗里曼,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
歌集.md,WL-WORK-2086,歌集,,彼特拉克,Petrarch,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
武士道：日本的灵魂.md,WL-WORK-2557,武士道：日本的灵魂,Bushido: The Soul of Japan,新渡户稻造,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
武家义理物语.md,WL-WORK-2558,武家义理物语,Buke Giri Monogatari,井原西鹤,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
武田信玄.md,WL-WORK-2560,武田信玄,,新田次郎,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
武道传来记.md,WL-WORK-2561,武道传来记,Budō Denraiki,井原西鹤,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
武道初心集.md,WL-WORK-2562,武道初心集,Budō Shoshinshū,大道寺友山,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
死亡与生命，塞韦里诺.md,WL-WORK-1757,死亡与生命，塞韦里诺,,若昂·卡布拉尔·德·梅洛·内托,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
死亡之谜.md,WL-WORK-0122,死亡之谜,Déjà Dead,凯西·莱克斯,Kathy Reichs,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
死亡通知单：暗黑者.md,WL-WORK-0246,死亡通知单：暗黑者,,周浩晖,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
死梦之歌.md,WL-WORK-0745,死梦之歌,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
母狗.md,WL-WORK-1758,母狗,,皮拉尔·金塔纳,Pilar Quintana,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
母系.md,WL-WORK-1171,母系,,苏齐·麦基·查纳斯,Suzy McKee Charnas,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
母语.md,WL-WORK-1172,母语,,苏泽特·黑登·埃尔金,Suzette Haden Elgin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
毛猿.md,WL-WORK-1760,毛猿,,尤金·奥尼尔,Eugene O'Neill,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
水的形状.md,WL-WORK-0238,水的形状,,安德烈亚·卡米莱里,Andrea Camilleri,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
永州八记.md,WL-WORK-1480,永州八记,,柳宗元,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
永恒之王.md,WL-WORK-0749,永恒之王,,T.H.怀特,T.H. White,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
永恒者.md,WL-WORK-0471,永恒者,El Eternauta,埃克托尔·赫尔曼·奥斯特尔德,Héctor Germán Oesterheld,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
永远讲不完的故事.md,WL-WORK-0750,永远讲不完的故事,,米切尔·恩德,Michael Ende,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
汉书.md,WL-WORK-1177,汉书,,班固,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
江湖奇侠传.md,WL-WORK-2565,江湖奇侠传,,平江不肖生,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
沙娜拉之剑.md,WL-WORK-0755,沙娜拉之剑,,特里·布鲁克斯,Terry Brooks,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
沙漠之年.md,WL-WORK-1181,沙漠之年,,佩德罗·迈拉尔,Pedro Mairal,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
没有人会看见我哭泣.md,WL-WORK-1762,没有人会看见我哭泣,,克里斯蒂娜·里维拉·加尔萨,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
法兰西组曲.md,WL-WORK-1182,法兰西组曲,,伊雷娜·内米洛夫斯基,Irène Némirovsky,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
