file,id,title,title_original,author,author_original,current_year,topics,topic_links,source_refs,source_ref_keys,canon_id,awards,verification_status,bibliography_status,publication_year,publication_year_type,year_source_1,year_source_2,source_agreement,confidence,suggested_t,review_status,notes
战国无赖.md,WL-WORK-2527,战国无赖,,孙晓,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
战斗妖精雪风.md,WL-WORK-0446,战斗妖精雪风,,神林长平,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
戴珍珠耳环的少女.md,WL-WORK-1120,戴珍珠耳环的少女,,特雷西·舍瓦利埃,Tracy Chevalier,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
戴眼镜持枪的女人.md,WL-WORK-0232,戴眼镜持枪的女人,,塞巴斯蒂安·雅普里索,Sébastien Japrisot,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
手斧男孩.md,WL-WORK-0703,手斧男孩,,加里·保尔森,Gary Paulsen,,WL-TOPIC-G45-ADVENTURE,[[../30 专题/QT5 冒险与探索叙事/00 冒险文学|冒险文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
托马斯·考文南特：不信者之灾.md,WL-WORK-0704,托马斯·考文南特：不信者之灾,,斯蒂芬·R.唐纳森,Stephen R. Donaldson,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
拆解.md,WL-WORK-1124,拆解,,尼尔·舒斯特曼,Neal Shusterman,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
拉·加利戈.md,WL-WORK-1464,拉·加利戈,,布吉人,,,WL-TOPIC-G1-MYTH,[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
拉撒路illo.md,WL-WORK-1125,拉撒路illo,,佚名,,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
拉比纳尔武士.md,WL-WORK-1717,拉比纳尔武士,,佚名,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
拥抱之书.md,WL-WORK-1719,拥抱之书,,爱德华多·加莱亚诺,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
指匠谜案.md,WL-WORK-1127,指匠谜案,,伊恩·皮尔斯,Iain Pears,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
指匠迷案.md,WL-WORK-0136,指匠迷案,An Instance of the Fingerpost,伊恩·皮尔斯,Iain Pears,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
提堂.md,WL-WORK-1129,提堂,,近代欧洲,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
搜神记.md,WL-WORK-0708,搜神记,,干宝,,,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR;WL-TOPIC-G1-MYTH,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]];[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]];[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
撕裂我的生命.md,WL-WORK-1720,撕裂我的生命,,安赫莱斯·马斯特雷塔,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
斯巴达克斯.md,WL-WORK-1132,斯巴达克斯,,霍华德·法斯特,Howard Fast,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
新世界的孩子们.md,WL-WORK-2076,新世界的孩子们,,阿西亚·杰巴尔,Assia Djebar,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
新月王座.md,WL-WORK-0713,新月王座,,萨拉丁·艾哈迈德,Saladin Ahmed,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
新编年史与良政.md,WL-WORK-1722,新编年史与良政,,瓜曼·波马,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
新荒野.md,WL-WORK-1134,新荒野,,黛安娜·库克,Diane Cook,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
施公案.md,WL-WORK-2536,施公案,,佚名,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
旋转楼梯.md,WL-WORK-0020,旋转楼梯,,玛丽·罗伯茨·莱因哈特,,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
无人点灯.md,WL-WORK-1726,无人点灯,,费利斯贝托·埃尔南德斯,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
无名小说.md,WL-WORK-2078,无名小说,,杨秋香,,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
无境之兽.md,WL-WORK-2080,无境之兽,,乌佐丁马·伊韦阿拉,Uzodinma Iweala,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
无巢鸟.md,WL-WORK-1727,无巢鸟,,克洛林达·马托,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
无罪推定.md,WL-WORK-0118,无罪推定,,斯科特·图罗,Scott Turow,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
无言者的话.md,WL-WORK-1728,无言者的话,,胡利奥·拉蒙·里贝罗,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
日子.md,WL-WORK-1729,日子,,塔哈·侯赛因,Taha Hussein,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
日本书纪.md,WL-WORK-1468,日本书纪,,舍人亲王等,,,WL-TOPIC-G1-MYTH,[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
日本沉没.md,WL-WORK-0442,日本沉没,,小松左京,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
时光之轮：世界之眼.md,WL-WORK-0717,时光之轮：世界之眼,,罗伯特·乔丹,Robert Jordan,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
时间旅行者的妻子.md,WL-WORK-2081,时间旅行者的妻子,,奥德丽·尼芬格,Audrey Niffenegger,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
时间箭.md,WL-WORK-1137,时间箭,,马丁·艾米斯,Martin Amis,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
昆仑奴.md,WL-WORK-2538,昆仑奴,,裴铏,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
星期五的黑人.md,WL-WORK-1138,星期五的黑人,,纳纳·夸梅·阿杰伊-布伦亚,Nana Kwame Adjei-Brenyah,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
星触女王.md,WL-WORK-0720,星触女王,,罗莎妮·乔克希,Roshani Chokshi,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
晚夏.md,WL-WORK-1140,晚夏,,阿达尔贝特·施蒂弗特,Adalbert Stifter,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
暗适应之眼.md,WL-WORK-0128,暗适应之眼,,芭芭拉·瓦恩,Barbara Vine,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
暴风雨前.md,WL-WORK-1142,暴风雨前,,特奥多尔·冯塔纳,Theodor Fontane,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
暴风雨前夜.md,WL-WORK-0722,暴风雨前夜,,吉姆·布彻,Jim Butcher,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
曼侬·莱斯科.md,WL-WORK-1143,曼侬·莱斯科,,普雷沃神父,Prévost,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
曼哈顿中转站.md,WL-WORK-1735,曼哈顿中转站,,约翰·多斯·帕索斯,John Dos Passos,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
曼德维尔游记.md,WL-WORK-1469,曼德维尔游记,,约翰·曼德维尔,John Mandeville,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
曾我物语.md,WL-WORK-2541,曾我物语,Soga Monogatari,第二次,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
曾达的囚徒.md,WL-WORK-2542,曾达的囚徒,The Prisoner of Zenda,安东尼·霍普,Anthony Hope,,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.4 欧洲剑客/00 欧洲剑客文学|欧洲剑客文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
最后的雾.md,WL-WORK-1736,最后的雾,,玛丽亚·路易莎·邦巴尔,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
月之花园.md,WL-WORK-0726,月之花园,,史蒂文·埃里克森,Steven Erikson,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
朗读者.md,WL-WORK-1149,朗读者,,本哈德·施林克,Bernhard Schlink,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
朝圣.md,WL-WORK-1739,朝圣,,多萝西·理查森,,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
朝圣日记.md,WL-WORK-1470,朝圣日记,,埃格里亚,Egeria,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
未央歌.md,WL-WORK-1150,未央歌,,鹿桥,,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
未来人种.md,WL-WORK-1151,未来人种,,爱德华·布尔沃-利顿,Edward Bulwer-Lytton,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
未来的回忆.md,WL-WORK-1740,未来的回忆,,埃莱娜·加罗,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
朱尔根.md,WL-WORK-0729,朱尔根,,詹姆斯·布兰奇·卡贝尔,James Branch Cabell,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
杀戮之病.md,WL-WORK-0187,杀戮之病,,我孙子武丸,,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
权力.md,WL-WORK-1155,权力,,娜奥米·奥尔德曼,Naomi Alderman,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
村上海贼之女.md,WL-WORK-2544,村上海贼之女,,和田龙,,,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.8 海盗/00 海盗文学|海盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
松歌.md,WL-WORK-1744,松歌,,尼古拉斯·纪廉,Nicolás Guillén,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
柳林风声.md,WL-WORK-0734,柳林风声,,肯尼斯·格雷厄姆,Kenneth Grahame,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
根.md,WL-WORK-1162,根,,亚历克斯·哈利,Alex Haley,,WL-TOPIC-G43-FAMILY,[[../30 专题/QH2.3 家庭与家族/00 家庭与家族|家庭与家族]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
格林童话.md,WL-WORK-0737,格林童话,,格林兄弟,Grimm Brothers,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
桃源二村.md,WL-WORK-1163,桃源二村,,B.F.斯金纳,B.F. Skinner,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
桥.md,WL-WORK-1748,桥,,哈特·克莱恩,Hart Crane,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
桶子.md,WL-WORK-0053,桶子,The Cask,弗里曼·克罗夫茨,Crofts,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
梦与现实.md,WL-WORK-1750,梦与现实,,胡安娜·曼努埃拉·戈里蒂,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
梦之共和国.md,WL-WORK-1751,梦之共和国,,内莉达·皮尼翁,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
楼门五三桐.md,WL-WORK-2552,楼门五三桐,,并木五瓶,,,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
樱树抽芽时，想你.md,WL-WORK-0197,樱树抽芽时，想你,,旧版常见译名,,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,需复核,,,,,,,,,UNRESEARCHED,
欢乐之家.md,WL-WORK-1168,欢乐之家,Fun Home,艾莉森·贝克德尔,Alison Bechdel,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
歌唱的白骨.md,WL-WORK-0017,歌唱的白骨,,R.奥斯汀·弗里曼,,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
歌集.md,WL-WORK-2086,歌集,,彼特拉克,Petrarch,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
武士道：日本的灵魂.md,WL-WORK-2557,武士道：日本的灵魂,Bushido: The Soul of Japan,新渡户稻造,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
武家义理物语.md,WL-WORK-2558,武家义理物语,Buke Giri Monogatari,井原西鹤,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
武田信玄.md,WL-WORK-2560,武田信玄,,新田次郎,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
武道传来记.md,WL-WORK-2561,武道传来记,Budō Denraiki,井原西鹤,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
武道初心集.md,WL-WORK-2562,武道初心集,Budō Shoshinshū,大道寺友山,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
死亡与生命，塞韦里诺.md,WL-WORK-1757,死亡与生命，塞韦里诺,,若昂·卡布拉尔·德·梅洛·内托,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
死亡之谜.md,WL-WORK-0122,死亡之谜,Déjà Dead,凯西·莱克斯,Kathy Reichs,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
死亡通知单：暗黑者.md,WL-WORK-0246,死亡通知单：暗黑者,,周浩晖,,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
死梦之歌.md,WL-WORK-0745,死梦之歌,,佚名,,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
母狗.md,WL-WORK-1758,母狗,,皮拉尔·金塔纳,Pilar Quintana,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
母系.md,WL-WORK-1171,母系,,苏齐·麦基·查纳斯,Suzy McKee Charnas,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
母语.md,WL-WORK-1172,母语,,苏泽特·黑登·埃尔金,Suzette Haden Elgin,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
毛猿.md,WL-WORK-1760,毛猿,,尤金·奥尼尔,Eugene O'Neill,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
